Benchmark,TimeLimit,Method,Problem,Outcome,RunningTime
FreezableArrayMod,14400,Metamorph (Greedy Metric),Problems/Problem00.dfy,SUCCESS,3.023068904876709
FreezableArrayMod,14400,Metamorph (Greedy Metric),Problems/Problem01.dfy,SUCCESS,17.087468147277832
FreezableArrayMod,14400,Metamorph (Greedy Metric),Problems/Problem02.dfy,SUCCESS,18.08611488342285
FreezableArrayMod,14400,Metamorph (Greedy Metric),Problems/Problem03.dfy,SUCCESS,19.0949068069458
FreezableArrayMod,14400,Metamorph (Greedy Metric),Problems/Problem04.dfy,SUCCESS,21.079723834991455
FreezableArrayMod,14400,Metamorph (Greedy Metric),Problems/Problem05.dfy,SUCCESS,25.116682052612305
FreezableArrayMod,14400,Metamorph (Greedy Metric),Problems/Problem06.dfy,SUCCESS,27.13286018371582
FreezableArrayMod,14400,Metamorph (Greedy Metric),Problems/Problem07.dfy,SUCCESS,31.150843143463135
FreezableArrayMod,14400,Metamorph (Greedy Metric),Problems/Problem08.dfy,SUCCESS,34.159651041030884
FreezableArrayMod,14400,Metamorph (Greedy Metric),Problems/Problem09.dfy,SUCCESS,37.16705775260925
FreezableArrayMod,14400,Metamorph (Greedy Metric),Problems/Problem10.dfy,SUCCESS,42.18394732475281
FreezableArrayMod,14400,Metamorph (Greedy Metric),Problems/Problem11.dfy,SUCCESS,46.20057988166809
FreezableArrayMod,14400,Metamorph (Greedy Metric),Problems/Problem12.dfy,SUCCESS,49.21333599090576
FreezableArrayMod,14400,Metamorph (Greedy Metric),Problems/Problem13.dfy,SUCCESS,54.25229597091675
FreezableArrayMod,14400,Metamorph (Greedy Metric),Problems/Problem14.dfy,SUCCESS,55.26008319854736
FreezableArrayMod,14400,Metamorph (Greedy Metric),Problems/Problem15.dfy,SUCCESS,58.26637506484985
FreezableArrayMod,14400,Metamorph (Greedy Metric),Problems/Problem16.dfy,SUCCESS,65.2932698726654
FreezableArrayMod,14400,Metamorph (Greedy Metric),Problems/Problem17.dfy,SUCCESS,69.31130194664001
FreezableArrayMod,14400,Metamorph (Greedy Metric),Problems/Problem18.dfy,SUCCESS,71.32965612411499
FreezableArrayMod,14400,Metamorph (Greedy Metric),Problems/Problem19.dfy,SUCCESS,76.35750579833984
EVM,-1,Pretrain,Pretrain,SUCCESS,206.23318004608154
EVM,14400,Metamorph (Piecewise Metric),Problems/IntegerOverflow.dfy,SUCCESS,46.05241298675537
EVM,14400,Metamorph (Piecewise Metric),Problems/InvalidMemoryStore.dfy,SUCCESS,25.033304929733276
EVM,14400,Metamorph (Piecewise Metric),Problems/DivByZero.dfy,SUCCESS,37.161370038986206
EVM,14400,Metamorph (Piecewise Metric),Problems/IntegerUnderflow.dfy,SUCCESS,40.18771815299988
EVM,14400,Metamorph (Piecewise Metric),Problems/InvalidJump.dfy,SUCCESS,10.013877153396606
EVM,14400,Metamorph (Piecewise Metric),Problems/StackOverflow.dfy,SUCCESS,204.20425486564636
EVM,14400,Metamorph (Piecewise Metric),Problems/StackUnderflow.dfy,SUCCESS,15.023741960525513
EVM,14400,Metamorph (Greedy Metric),Problems/IntegerOverflow.dfy,SUCCESS,61.07528114318848
EVM,14400,Metamorph (Greedy Metric),Problems/InvalidMemoryStore.dfy,SUCCESS,38.04439902305603
EVM,14400,Metamorph (Greedy Metric),Problems/DivByZero.dfy,SUCCESS,59.06893992424011
EVM,14400,Metamorph (Greedy Metric),Problems/IntegerUnderflow.dfy,SUCCESS,58.067660093307495
EVM,14400,Metamorph (Greedy Metric),Problems/InvalidJump.dfy,SUCCESS,13.017490863800049
EVM,14400,Metamorph (Greedy Metric),Problems/StackOverflow.dfy,SUCCESS,258.2871959209442
EVM,14400,Metamorph (Greedy Metric),Problems/StackUnderflow.dfy,SUCCESS,19.02968692779541
EVM,14400,Metamorph (Piecewise Metric),Problems/InvalidMemoryLoad.dfy,SUCCESS,9.014388084411621
EVM,14400,Metamorph (Greedy Metric),Problems/InvalidMemoryLoad.dfy,SUCCESS,6.017889976501465
